stage,trial,metric_scope,prediction_horizon_min,test_rows,target_mean,mae,relative_mae,r2,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_alpha,reg_lambda
optuna,8,validation,90.0,9989,0.23830317805463633,0.04475835638681936,0.18782106370632418,0.8849228365704767,800,7,0.0064828453892942645,0.75,0.7,2,0.05,20.0
optuna,8,validation,120.0,9948,0.24625713515464295,0.051158965043360795,0.20774612281278396,0.8705663870187073,800,7,0.0064828453892942645,0.75,0.7,2,0.05,20.0
optuna,9,validation,5.0,10033,0.24673761397355856,0.018389898614238915,0.0745322057633647,0.9709331999056676,300,9,0.012038770175361676,0.65,0.85,10,0.001,3.0
optuna,9,validation,10.0,10226,0.24492056776600468,0.022142575508326108,0.09040717041567926,0.9514114138306081,300,9,0.012038770175361676,0.65,0.85,10,0.001,3.0
optuna,9,validation,15.0,10050,0.24787172644001382,0.022723674528096566,0.09167513719478533,0.9592042564808022,300,9,0.012038770175361676,0.65,0.85,10,0.001,3.0
optuna,9,validation,20.0,10014,0.24464012772246985,0.024472012405771834,0.10003269959674778,0.9544148463441277,300,9,0.012038770175361676,0.65,0.85,10,0.001,3.0
optuna,9,validation,30.0,10182,0.24292622524049884,0.028756528823397506,0.11837556358902099,0.9407578178011645,300,9,0.012038770175361676,0.65,0.85,10,0.001,3.0
optuna,9,validation,45.0,10105,0.24047493207258544,0.03321258771140405,0.13811247361691362,0.9249411556444919,300,9,0.012038770175361676,0.65,0.85,10,0.001,3.0
optuna,9,validation,60.0,10084,0.24538690556167989,0.038860230407532656,0.1583630973241351,0.90821107235827,300,9,0.012038770175361676,0.65,0.85,10,0.001,3.0
optuna,9,validation,90.0,9989,0.23830317805463633,0.04651433734986939,0.19518974832641528,0.885148176830409,300,9,0.012038770175361676,0.65,0.85,10,0.001,3.0
optuna,9,validation,120.0,9948,0.24625713515464295,0.05308607927908919,0.21557174067566626,0.8695983808109777,300,9,0.012038770175361676,0.65,0.85,10,0.001,3.0
optuna,10,validation,5.0,10033,0.24673761397355856,0.019620149931196696,0.07951827698755032,0.9692228325800186,500,3,0.024847842047952973,0.6,0.8,10,0.01,5.0
optuna,10,validation,10.0,10226,0.24492056776600468,0.02314624038454684,0.09450509034692664,0.9501780219861069,500,3,0.024847842047952973,0.6,0.8,10,0.01,5.0
optuna,10,validation,15.0,10050,0.24787172644001382,0.023683017423994878,0.095545457177127,0.9574857766567678,500,3,0.024847842047952973,0.6,0.8,10,0.01,5.0
optuna,10,validation,20.0,10014,0.24464012772246985,0.02480343867689529,0.10138744983420449,0.953138480738684,500,3,0.024847842047952973,0.6,0.8,10,0.01,5.0
optuna,10,validation,30.0,10182,0.24292622524049884,0.0282900568539307,0.11645534287590122,0.9402366063910076,500,3,0.024847842047952973,0.6,0.8,10,0.01,5.0
optuna,10,validation,45.0,10105,0.24047493207258544,0.032033793930395696,0.13321053323232274,0.9228013051065889,500,3,0.024847842047952973,0.6,0.8,10,0.01,5.0
optuna,10,validation,60.0,10084,0.24538690556167989,0.03767067518407282,0.15351542535591414,0.9057714602653881,500,3,0.024847842047952973,0.6,0.8,10,0.01,5.0
optuna,10,validation,90.0,9989,0.23830317805463633,0.04417087935413436,0.18535581319023448,0.8828779192482149,500,3,0.024847842047952973,0.6,0.8,10,0.01,5.0
optuna,10,validation,120.0,9948,0.24625713515464295,0.0495527899067015,0.20122377317345003,0.8660838002902369,500,3,0.024847842047952973,0.6,0.8,10,0.01,5.0
optuna,11,validation,5.0,10033,0.24673761397355856,0.015764039339754257,0.06388989131362678,0.96919282612933,1200,10,0.03444921750869451,0.9,0.95,7,0.1,2.0
optuna,11,validation,10.0,10226,0.24492056776600468,0.020143099502179938,0.08224339705689604,0.9474161200976086,1200,10,0.03444921750869451,0.9,0.95,7,0.1,2.0
optuna,11,validation,15.0,10050,0.24787172644001382,0.02130687490669266,0.08595927907029376,0.9549008657816148,1200,10,0.03444921750869451,0.9,0.95,7,0.1,2.0
optuna,11,validation,20.0,10014,0.24464012772246985,0.022497863933858157,0.0919630975641931,0.9529843528212506,1200,10,0.03444921750869451,0.9,0.95,7,0.1,2.0
optuna,11,validation,30.0,10182,0.24292622524049884,0.02716657014677203,0.1118305366984438,0.9366665125781568,1200,10,0.03444921750869451,0.9,0.95,7,0.1,2.0
optuna,11,validation,45.0,10105,0.24047493207258544,0.03184818784462911,0.13243870190600984,0.9224063256880317,1200,10,0.03444921750869451,0.9,0.95,7,0.1,2.0
optuna,11,validation,60.0,10084,0.24538690556167989,0.037002578589216455,0.15079280006616153,0.9059110640955816,1200,10,0.03444921750869451,0.9,0.95,7,0.1,2.0
